state,total,place,race,religion,sexual_orientation,ethnicity,disability
,,Redmond,1,1,0,0,0
,,Renton,0,6,2,1,0
,,Richland,3,1,0,0,0
,,Ruston,1,0,0,0,0
,,Seatac,3,0,0,0,0
,,Seattle,5,2,7,4,3
,,Shelton,1,0,0,0,0
,,Shoreline,1,1,0,0,0
,,Spokane,9,1,3,1,0
,,Spokane Valley,1,0,0,1,0
,,Tacoma,8,0,1,1,0
,,University Place,1,0,0,0,0
,,Vancouver,14,0,2,3,0
,,Walla Walla,0,0,2,1,0
,,West Richland,4,0,0,0,0
,,Yakima,1,1,0,2,0
,Universities and Colleges,,1,2,3,0,0
,,"Washington State University, Pullman",1,2,3,0,0
,Metropolitan Counties,,38,11,8,11,0
,,Clark,4,2,2,4,0
,,Cowlitz,2,0,0,0,0
,,Franklin,0,0,0,1,0
,,King,12,1,0,2,0
,,Kitsap,2,3,2,0,0
,,Pierce,13,1,1,3,0
,,Spokane,0,0,0,1,0
,,Thurston,5,4,1,0,0
,,Yakima,0,0,2,0,0
,Nonmetropolitan Counties,,3,0,0,1,0
,,Clallam,1,0,0,0,0
,,Columbia,1,0,0,0,0
,,Island,1,0,0,0,0
,,San Juan,0,0,0,1,0
,Other Agencies,,1,3,0,1,0
,,Port of Seattle,1,3,0,1,0
,Other Agencies–Tribal,,0,0,1,0,0
,,Lummi Tribal,0,0,1,0,0
WEST VIRGINIA,Total,,32,1,7,3,0
,Cities,,22,1,3,1,0
,,Beckley,0,0,0,1,0
,,Charleston,2,0,1,0,0
,,Clarksburg,1,0,0,0,0
,,Dunbar,1,0,1,0,0
,,Elkins,1,0,0,0,0
,,Glen Dale,2,0,0,0,0
,,Granville,1,0,0,0,0
,,Huntington,8,0,0,0,0
,,Moundsville,1,0,0,0,0
,,Princeton,2,0,0,0,0
,,South Charleston,1,0,0,0,0
,,Weirton,2,1,1,0,0
,Universities and Colleges,,0,0,1,0,0
,,Shepherd University,0,0,1,0,0
,Metropolitan Counties,,7,0,3,0,0
,,Berkeley,0,0,1,0,0
,,Brooke,2,0,0,0,0
,,Kanawha,3,0,1,0,0
,,Marshall,1,0,0,0,0
,,Monongalia,1,0,1,0,0
,Nonmetropolitan Counties,,1,0,0,2,0
,,Harrison,0,0,0,1,0
,,Nicholas,1,0,0,0,0
,,Upshur,0,0,0,1,0
,State Police Agencies,,2,0,0,0,0
,,State Police:,,,,,
,,Danville,1,0,0,0,0
,,Romney,1,0,0,0,0
WISCONSIN,Total,,53,9,18,10,2
,Cities,,46,7,15,6,2
,,Appleton,1,1,1,1,0
,,Cottage Grove,4,0,0,0,0
,,Everest,1,0,1,0,0
,,Fond du Lac,0,1,0,0,0
,,Fox Valley,1,0,0,0,0
,,Grand Chute,1,0,0,0,0
,,Green Bay,1,0,0,0,0
,,Janesville,1,0,0,0,0
,,La Crosse,0,1,0,0,0
,,Madison,6,1,1,1,0
,,Manitowoc,3,0,1,1,0
,,Milwaukee,19,0,8,3,0
,,Muskego,0,0,0,0,1
,,North Fond du Lac,0,0,0,0,1
,,Oak Creek,2,1,0,0,0
,,Rhinelander,1,0,3,0,0
,,River Falls,2,0,0,0,0
,,Sheboygan,2,0,0,0,0
,,Stoughton,0,1,0,0,0
,,Viroqua,1,0,0,0,0
,,Watertown,0,1,0,0,0
,Universities and Colleges,,1,0,0,0,0
,,"University of Wisconsin, Platteville",1,0,0,0,0
,Metropolitan Counties,,4,2,3,2,0
,,Columbia,0,0,1,0,0
,,Dane,3,2,1,0,0
,,Kewaunee,1,0,0,0,0
,,Outagamie,0,0,1,2,0
,Nonmetropolitan Counties,,2,0,0,2,0
,,Dodge,0,0,0,2,0
,,Sauk,1,0,0,0,0
,,Waushara,1,0,0,0,0
WYOMING,Total,,4,2,0,0,0
,Cities,,2,2,0,0,0
,,Casper,0,1,0,0,0
,,Cheyenne,1,0,0,0,0
,,Douglas,1,0,0,0,0
,,Rock Springs,0,1,0,0,0
,Metropolitan Counties,,1,0,0,0,0
,,Laramie,1,0,0,0,0
,Nonmetropolitan Counties,,1,0,0,0,0
,,Sublette,1,0,0,0,0
,,,,,,,
,,,,,,,
,,,,,,,
