state,total,place,race,religion,sexual_orientation,disability,gender,gender_identity,,,,,
,Universities and Colleges,,3,4,1,0,0,0,,,,,
,,East Tennessee State University,1,1,0,0,0,0,,,,,
,,Tennessee Technological University,0,0,1,0,0,0,,,,,
,,"University of Tennessee, Chattanooga",1,1,0,0,0,0,,,,,
,,Vanderbilt University,1,2,0,0,0,0,,,,,
,Metropolitan Counties,,59,6,3,0,0,0,,,,,
,,Blount,1,0,0,0,0,0,,,,,
,,Bradley,0,1,0,0,0,0,,,,,
,,Cheatham,1,0,0,0,0,0,,,,,
,,Hamilton,3,1,1,0,0,0,,,,,
,,Hickman,1,0,0,0,0,0,,,,,
,,Jefferson,1,0,0,0,0,0,,,,,
,,Knox,1,0,0,0,0,0,,,,,
,,Roane,0,1,2,0,0,0,,,,,
,,Robertson,1,0,0,0,0,0,,,,,
,,Rutherford,1,0,0,0,0,0,,,,,
,,Shelby,28,2,0,0,0,0,,,,,
,,Sullivan,1,0,0,0,0,0,,,,,
,,Tipton,2,0,0,0,0,0,,,,,
,,Washington,18,0,0,0,0,0,,,,,
,,Williamson,0,1,0,0,0,0,,,,,
,Nonmetropolitan Counties,,3,0,0,0,0,0,,,,,
,,Bedford,1,0,0,0,0,0,,,,,
,,Gibson,1,0,0,0,0,0,,,,,
,,Lawrence,1,0,0,0,0,0,,,,,
,State Police Agencies,,9,1,0,0,0,3,,,,,
,,Department of Safety,9,1,0,0,0,3,,,,,
Texas,Total,,107,36,41,1,1,5,,,,,
,Cities,,86,35,33,1,1,5,,,,,
,,Austin,5,2,4,0,0,2,,,,,
,,Baytown,0,1,0,0,0,0,,,,,
,,Beaumont,7,1,0,0,0,0,,,,,
,,Bedford,6,0,0,0,0,0,,,,,
,,Burkburnett,0,1,0,0,0,0,,,,,
,,Carrollton,1,0,0,0,0,0,,,,,
,,Cedar Park,4,0,0,0,0,0,,,,,
,,Center,4,0,0,0,0,0,,,,,
,,Cisco,1,0,0,0,0,0,,,,,
,,Commerce,1,0,0,0,0,0,,,,,
,,Corpus Christi,0,0,1,0,0,0,,,,,
,,Dalhart,0,0,1,0,0,0,,,,,
,,Dallas,4,3,2,0,0,2,,,,,
,,Denton,1,0,1,1,0,0,,,,,
,,Dublin,1,0,0,0,0,0,,,,,
,,El Paso,0,3,0,0,0,0,,,,,
,,Fairfield,1,0,0,0,0,0,,,,,
,,Fort Worth,11,5,4,0,0,0,,,,,
,,Frisco,0,1,0,0,0,0,,,,,
,,Galveston,1,0,0,0,0,0,,,,,
,,Gilmer,1,0,0,0,0,0,,,,,
,,Grand Prairie,0,1,0,0,0,0,,,,,
,,Houston,12,3,10,0,1,1,,,,,
,,Hurst,1,0,0,0,0,0,,,,,
,,La Grange,1,0,0,0,0,0,,,,,
,,La Porte,1,0,0,0,0,0,,,,,
,,Lewisville,0,1,0,0,0,0,,,,,
,,Longview,2,1,1,0,0,0,,,,,
,,Madisonville,1,0,0,0,0,0,,,,,
,,McKinney,2,0,1,0,0,0,,,,,
,,Missouri City,1,0,0,0,0,0,,,,,
,,Odessa,2,0,2,0,0,0,,,,,
,,Pearland,2,0,0,0,0,0,,,,,
,,Plano,3,1,0,0,0,0,,,,,
,,Port Lavaca,1,0,0,0,0,0,,,,,
,,Rusk,1,0,0,0,0,0,,,,,
,,Sachse,0,0,1,0,0,0,,,,,
,,San Angelo,0,1,0,0,0,0,,,,,
,,San Antonio,2,8,2,0,0,0,,,,,
,,Schertz,0,0,1,0,0,0,,,,,
,,Tyler,2,1,1,0,0,0,,,,,
,,University Park,1,1,0,0,0,0,,,,,
,,Victoria,1,0,0,0,0,0,,,,,
,,Weatherford,1,0,1,0,0,0,,,,,
,Universities and Colleges,,6,1,4,0,0,0,,,,,
,,Alamo Community College District,0,0,2,0,0,0,,,,,
,,Texas Christian University,1,0,0,0,0,0,,,,,
,,"Texas Tech University, Lubbock",2,1,0,0,0,0,,,,,
,,University of Texas:,,,,,,,,,,,
,,Arlington,1,0,0,0,0,0,,,,,
,,Austin,2,0,0,0,0,0,,,,,
,,Houston,0,0,1,0,0,0,,,,,
,,Pan American,0,0,1,0,0,0,,,,,
,Metropolitan Counties,,10,0,4,0,0,0,,,,,
,,Brazoria,1,0,0,0,0,0,,,,,
,,Galveston,3,0,0,0,0,0,,,,,
,,Lubbock,2,0,0,0,0,0,,,,,
,,Martin,1,0,0,0,0,0,,,,,
,,Parker,1,0,0,0,0,0,,,,,
,,Smith,2,0,0,0,0,0,,,,,
,,Travis,0,0,4,0,0,0,,,,,
,Nonmetropolitan Counties,,4,0,0,0,0,0,,,,,
,,Gray,1,0,0,0,0,0,,,,,
,,Young,1,0,0,0,0,0,,,,,
,,Zavala,2,0,0,0,0,0,,,,,
,Other Agencies,,1,0,0,0,0,0,,,,,
,,"Hospital District, Dallas County",1,0,0,0,0,0,,,,,
Utah,Total,,29,11,7,0,0,0,,,,,
,Cities,,22,9,5,0,0,0,,,,,
,,Bountiful,2,0,0,0,0,0,,,,,
,,Farmington,1,0,0,0,0,0,,,,,
,,Grantsville,0,2,0,0,0,0,,,,,
,,Ogden,0,2,0,0,0,0,,,,,
,,Price,2,0,0,0,0,0,,,,,
,,Roosevelt,2,0,0,0,0,0,,,,,
,,Salt Lake City,1,1,2,0,0,0,,,,,
,,Sandy,2,0,0,0,0,0,,,,,
,,Saratoga Springs,1,0,0,0,0,0,,,,,
,,South Salt Lake,1,0,1,0,0,0,,,,,
,,St. George,1,0,1,0,0,0,,,,,
,,Tooele,2,2,0,0,0,0,,,,,
,,Vernal,0,1,0,0,0,0,,,,,
,,West Bountiful,2,0,0,0,0,0,,,,,
,,West Jordan,1,0,0,0,0,0,,,,,
,,West Valley,4,1,1,0,0,0,,,,,
,Universities and Colleges,,1,1,0,0,0,0,,,,,
,,Brigham Young University,1,1,0,0,0,0,,,,,
,Metropolitan Counties,,2,1,1,0,0,0,,,,,
,,Davis,1,0,0,0,0,0,,,,,
,,Washington,1,1,1,0,0,0,,,,,
,Nonmetropolitan Counties,,1,0,1,0,0,0,,,,,
,,Duchesne,1,0,0,0,0,0,,,,,
,,Uintah,0,0,1,0,0,0,,,,,
,Other Agencies,,3,0,0,0,0,0,,,,,
,,Utah Transit Authority,3,0,0,0,0,0,,,,,
Vermont,Total,,5,0,2,0,0,1,,,,,
,Cities,,4,0,1,0,0,0,,,,,
,,Burlington,4,0,0,0,0,0,,,,,
,,South Burlington,0,0,1,0,0,0,,,,,
,Universities and Colleges,,1,0,0,0,0,0,,,,,
,,University of Vermont,1,0,0,0,0,0,,,,,
,Nonmetropolitan Counties,,0,0,0,0,0,1,,,,,
,,Windham,0,0,0,0,0,1,,,,,
,State Police Agencies,,0,0,1,0,0,0,,,,,
,,"State Police, Brattleboro",0,0,1,0,0,0,,,,,
Virginia,Total,,108,24,24,2,0,0,,,,,
,Cities,,53,5,15,1,0,0,,,,,
,,Alexandria,1,0,0,0,0,0,,,,,
,,Altavista,1,0,0,0,0,0,,,,,
,,Bedford,1,0,0,0,0,0,,,,,
,,Charlottesville,1,0,0,0,0,0,,,,,
,,Chesapeake,15,0,0,0,0,0,,,,,
,,Chilhowie,0,1,0,0,0,0,,,,,
,,Danville,1,0,0,0,0,0,,,,,
,,Emporia,1,0,0,0,0,0,,,,,
,,Fairfax City,1,0,0,0,0,0,,,,,
,,Front Royal,2,0,0,0,0,0,,,,,
,,Galax,1,0,0,0,0,0,,,,,
,,Hampton,4,0,0,0,0,0,,,,,
,,Herndon,0,1,0,0,0,0,,,,,
,,Hopewell,1,0,0,0,0,0,,,,,
,,Kenbridge,1,0,0,0,0,0,,,,,
,,Leesburg,1,0,0,0,0,0,,,,,
,,Lynchburg,2,0,0,0,0,0,,,,,
,,Manassas,0,0,1,0,0,0,,,,,
,,Marion,0,0,1,0,0,0,,,,,
,,Newport News,2,0,1,0,0,0,,,,,
,,Norfolk,4,1,9,1,0,0,,,,,
,,Richmond,2,0,1,0,0,0,,,,,
,,Roanoke,2,0,0,0,0,0,,,,,
,,Smithfield,0,0,1,0,0,0,,,,,
,,Staunton,1,0,0,0,0,0,,,,,
,,Vinton,3,0,0,0,0,0,,,,,
,,Virginia Beach,5,2,1,0,0,0,,,,,
,Universities and Colleges,,7,5,1,0,0,0,,,,,
,,Christopher Newport University,1,0,0,0,0,0,,,,,
,,College of William and Mary,0,1,0,0,0,0,,,,,
,,George Mason University,1,1,0,0,0,0,,,,,
,,Longwood University,1,0,1,0,0,0,,,,,
,,Norfolk State University,1,0,0,0,0,0,,,,,
,,Northern Virginia Community College,1,2,0,0,0,0,,,,,
,,University of Richmond,1,0,0,0,0,0,,,,,
,,University of Virginia,1,0,0,0,0,0,,,,,
,,Virginia Polytechnic Institute and State University,0,1,0,0,0,0,,,,,
,Metropolitan Counties,,43,14,6,1,0,0,,,,,
,,Albemarle County Police Department,6,0,0,0,0,0,,,,,
,,Appomattox,0,1,0,0,0,0,,,,,
,,Arlington County Police Department,5,0,1,0,0,0,,,,,
,,Chesterfield County Police Department,1,2,2,0,0,0,,,,,
,,Dinwiddie,3,0,0,0,0,0,,,,,
,,Fairfax County Police Department,16,8,2,0,0,0,,,,,
,,Franklin,0,0,1,0,0,0,,,,,
,,Henrico County Police Department,3,0,0,0,0,0,,,,,
,,James City County Police Department,1,0,0,0,0,0,,,,,
,,Loudoun,2,1,0,0,0,0,,,,,
,,Mathews,1,0,0,0,0,0,,,,,
,,Roanoke County Police Department,0,1,0,1,0,0,,,,,
,,Rockingham,2,0,0,0,0,0,,,,,
,,Spotsylvania,2,1,0,0,0,0,,,,,
,,Washington,1,0,0,0,0,0,,,,,
,Nonmetropolitan Counties,,4,0,1,0,0,0,,,,,
,,Accomack,0,0,1,0,0,0,,,,,
,,Henry,1,0,0,0,0,0,,,,,
,,Madison,1,0,0,0,0,0,,,,,
,,Rockbridge,1,0,0,0,0,0,,,,,
,,Shenandoah,1,0,0,0,0,0,,,,,
,State Police Agencies,,1,0,1,0,0,0,,,,,
,,State Police:,,,,,,,,,,,
,,Hanover County,1,0,0,0,0,0,,,,,
,,Pittsylvania County,0,0,1,0,0,0,,,,,
Washington,Total,,160,43,57,3,3,9,,,,,
,Cities,,130,36,52,3,1,9,,,,,
,,Aberdeen,1,0,0,0,0,0,,,,,
,,Anacortes,1,0,0,0,0,0,,,,,
,,Arlington,1,0,0,0,0,0,,,,,
,,Auburn,3,0,0,0,0,0,,,,,
,,Bellevue,1,0,0,1,0,0,,,,,
,,Bellingham,3,1,0,0,1,0,,,,,
,,Bothell,0,3,0,0,0,0,,,,,
,,Burien,1,0,0,0,0,0,,,,,
,,Burlington,1,0,0,0,0,0,,,,,
,,Centralia,0,2,1,0,0,0,,,,,
,,Des Moines,1,0,0,0,0,0,,,,,
,,Edmonds,1,0,1,0,0,0,,,,,
,,Ellensburg,0,0,1,0,0,0,,,,,
,,Everett,1,0,1,0,0,0,,,,,
,,Federal Way,4,1,0,0,0,0,,,,,
,,Fife,1,0,0,0,0,0,,,,,
,,Kelso,0,0,1,0,0,0,,,,,
,,Kent,12,0,1,0,0,0,,,,,
,,Lakewood,2,0,1,0,0,0,,,,,
,,Longview,4,0,1,0,0,0,,,,,
,,Marysville,1,0,0,0,0,0,,,,,
,,Mercer Island,0,1,0,0,0,0,,,,,
,,Moses Lake,2,0,0,0,0,0,,,,,
,,Mountlake Terrace,0,1,0,0,0,0,,,,,
,,Mount Vernon,0,0,1,0,0,0,,,,,
,,Mukilteo,1,0,0,0,0,0,,,,,
,,Olympia,2,0,2,0,0,0,,,,,
,,Omak,0,0,1,0,0,0,,,,,
,,Oroville,0,0,0,1,0,0,,,,,
,,Orting,0,0,1,0,0,0,,,,,
,,Port Angeles,0,1,0,0,0,0,,,,,
,,Pullman,1,0,0,0,0,0,,,,,
,,Puyallup,1,0,0,0,0,0,,,,,
,,Redmond,1,5,0,0,0,0,,,,,
,,Renton,3,1,0,0,0,0,,,,,
,,Republic,0,0,0,0,0,1,,,,,
,,Richland,1,0,0,0,0,0,,,,,
,,Sammamish,1,0,0,0,0,0,,,,,
,,SeaTac,0,0,1,0,0,0,,,,,
,,Seattle,40,8,27,0,0,8,,,,,
,,Shelton,0,0,1,0,0,0,,,,,
,,Shoreline,1,0,0,0,0,0,,,,,
,,Soap Lake,1,0,0,0,0,0,,,,,
,,Spokane3,3,4,5,0,0,0,,,,,
,,Spokane Valley,3,1,1,0,0,0,,,,,
,,Steilacoom,1,1,0,0,0,0,,,,,
,,Sunnyside,2,0,0,0,0,0,,,,,
,,Tacoma,6,0,3,0,0,0,,,,,
,,Tukwila,2,2,0,0,0,0,,,,,
,,Vancouver,3,1,0,1,0,0,,,,,
,,Walla Walla,11,0,0,0,0,0,,,,,
,,Washougal,1,0,0,0,0,0,,,,,
,,Woodway,1,0,0,0,0,0,,,,,
,,Yakima,3,3,0,0,0,0,,,,,
,,Zillah,0,0,1,0,0,0,,,,,
,Universities and Colleges,,7,0,2,0,1,0,,,,,
,,Eastern Washington University,2,0,0,0,0,0,,,,,
,,Evergreen State College,0,0,1,0,0,0,,,,,
,,University of Washington,4,0,0,0,1,0,,,,,
,,"Washington State University, Pullman",0,0,1,0,0,0,,,,,
,,Western Washington University,1,0,0,0,0,0,,,,,
,Metropolitan Counties,,19,7,2,0,0,0,,,,,
,,Asotin,1,0,0,0,0,0,,,,,
,,Clark,1,0,0,0,0,0,,,,,
,,Cowlitz,1,0,0,0,0,0,,,,,
,,King,3,2,0,0,0,0,,,,,
,,Kitsap,1,0,0,0,0,0,,,,,
,,Pend Oreille,2,0,0,0,0,0,,,,,
,,Pierce,0,1,0,0,0,0,,,,,
,,Skagit,1,0,0,0,0,0,,,,,
,,Snohomish,2,0,1,0,0,0,,,,,
,,Spokane,2,1,0,0,0,0,,,,,
,,Thurston,1,0,0,0,0,0,,,,,
,,Whatcom,3,3,1,0,0,0,,,,,
,,Yakima,1,0,0,0,0,0,,,,,
,Nonmetropolitan Counties,,4,0,0,0,1,0,,,,,
,,Clallam,0,0,0,0,1,0,,,,,
,,Garfield,1,0,0,0,0,0,,,,,
,,Grays Harbor,1,0,0,0,0,0,,,,,
,,Lewis,1,0,0,0,0,0,,,,,
,,Okanogan,1,0,0,0,0,0,,,,,
,Tribal Agencies,,0,0,1,0,0,0,,,,,
,,Lummi Tribal,0,0,1,0,0,0,,,,,
West Virginia,Total,,28,3,6,4,0,0,,,,,
,Cities,,16,1,3,2,0,0,,,,,
,,Buckhannon,1,1,0,0,0,0,,,,,
,,Charleston,6,0,3,1,0,0,,,,,
,,Moundsville,6,0,0,1,0,0,,,,,
,,Oak Hill,2,0,0,0,0,0,,,,,
,,Weirton,1,0,0,0,0,0,,,,,
,Metropolitan Counties,,6,1,2,1,0,0,,,,,
,,Berkeley,0,1,0,0,0,0,,,,,
,,Brooke,2,0,0,0,0,0,,,,,
,,Fayette,2,0,0,0,0,0,,,,,
,,Hancock,2,0,0,1,0,0,,,,,
,,Kanawha,0,0,2,0,0,0,,,,,
,Nonmetropolitan Counties,,6,1,1,1,0,0,,,,,
,,Mason,6,1,0,1,0,0,,,,,
,,McDowell,0,0,1,0,0,0,,,,,
Wisconsin,Total,,27,8,7,0,1,0,,,,,
,Cities,,21,7,4,0,1,0,,,,,
,,Appleton,0,1,1,0,0,0,,,,,
,,Ashland,0,1,0,0,0,0,,,,,
,,Beloit,2,0,0,0,0,0,,,,,
,,Campbell Township,0,0,1,0,0,0,,,,,
,,Darlington,1,0,0,0,0,0,,,,,
,,Fennimore,1,0,0,0,0,0,,,,,
,,Fond du Lac,1,0,0,0,0,0,,,,,
,,Green Bay,1,0,0,0,0,0,,,,,
,,Janesville,1,0,0,0,0,0,,,,,
,,Lancaster,0,0,1,0,0,0,,,,,
,,Madison,4,3,1,0,0,0,,,,,
,,Menomonie,2,0,0,0,0,0,,,,,
,,Milwaukee,4,1,0,0,0,0,,,,,
,,Muscoda,0,0,0,0,1,0,,,,,
,,New Berlin,1,0,0,0,0,0,,,,,
,,Onalaska,1,0,0,0,0,0,,,,,
,,Rhinelander,1,0,0,0,0,0,,,,,
,,River Falls,1,1,0,0,0,0,,,,,
,Universities and Colleges,,0,0,1,0,0,0,,,,,
,,"University of Wisconsin, Platteville",0,0,1,0,0,0,,,,,
,Metropolitan Counties,,2,0,2,0,0,0,,,,,
,,Fond du Lac,0,0,1,0,0,0,,,,,
,,Rock,2,0,0,0,0,0,,,,,
,,Waukesha,0,0,1,0,0,0,,,,,
,Nonmetropolitan Counties,,4,1,0,0,0,0,,,,,
,,Burnett,1,0,0,0,0,0,,,,,
,,Oneida,0,1,0,0,0,0,,,,,
,,Sawyer,3,0,0,0,0,0,,,,,
Wyoming,Total,,2,0,0,0,0,0,,,,,
,Cities,,2,0,0,0,0,0,,,,,
,,Gillette,2,0,0,0,0,0,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
